id,region,tribe,metal,denomination
950679,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
900539,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
941263,East_England,Corieltauvi,gold,stater
840677,South_West_England,Durotriges,bronze,stater
840282,South_West_England,Durotriges,silver,stater
991159,South_West_England,Durotriges,silver,stater
961545,South_of_the_Thames,Atrebates,gold,stater
971379,West_England,Dobunni,bronze,unit
810135,South_West_England,Durotriges,bronze,stater
930727,South_of_the_Thames,Atrebates,silver,unit
830104,South_of_the_Thames,Atrebates,silver,unit
730249,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
991617,East_England,Corieltauvi,gold,quarterstater
780076,East_England,Iceni,silver,unit
000823,East_England,Iceni,silver,unit
930537,South_of_the_Thames,Atrebates,gold,stater
930333,East_England,Corieltauvi,gold,stater
611207,East_England,Iceni,silver,unit
950699,West_England,Dobunni,silver,unit
952243,East_England,Iceni,silver,unit
660286,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
952092,East_England,Iceni,silver,unit
000563,East_England,Iceni,silver,unit
720187,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
920495,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
920353,East_England,Iceni,silver,unit
820295,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
740147,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
921082,South_West_England,Durotriges,gold,quarterstater
820217,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
951471,East_England,Iceni,silver,unit
010279,East_England,Iceni,gold,quarterstater
910202,South_West_England,Durotriges,gold,stater
920917,East_England,Iceni,silver,unit
980020,South_West_England,Durotriges,bronze,stater
971266,West_England,Dobunni,silver,unit
941237,East_England,Iceni,gold,stater
961570,East_England,Iceni,silver,unit
680525,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
991066,East_England,Iceni,silver,unit
982114,East_England,Iceni,silver,unit
952126,East_England,Iceni,silver,unit
920403,South_of_the_Thames,Cantii,bronze,unit
650286,South_West_England,Durotriges,silver,stater
950544,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
000190,East_England,Corieltauvi,silver,unit
681871,South_West_England,Durotriges,silver,quarterstater
000289,East_England,Corieltauvi,gold,stater
980839,South_of_the_Thames,Atrebates,gold,stater
991264,East_England,Corieltauvi,gold,stater
991200,South_of_the_Thames,Cantii,bronze,unit
980626,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
971965,South_of_the_Thames,Cantii,bronze,unit
690098,West_England,Dobunni,gold,stater
790121,South_West_England,Durotriges,silver,stater
731040,South_West_England,Durotriges,silver,stater
953677,East_England,Corieltauvi,gold,stater
700125,South_West_England,Durotriges,bronze,stater
820506,South_of_the_Thames,Cantii,bronze,unit
940988,West_England,Dobunni,silver,unit
940185,East_England,Iceni,gold,stater
962679,South_of_the_Thames,Atrebates,silver,minim
680397,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
941591,East_England,Iceni,gold,quarterstater
870341,South_West_England,Durotriges,silver,stater
730713,South_of_the_Thames,Cantii,bronze,unit
952017,East_England,Iceni,silver,unit
740197,East_England,Iceni,silver,unit
610813,East_England,Iceni,silver,unit
963478,South_of_the_Thames,Atrebates,silver,unit
952609,South_of_the_Thames,Cantii,silver,unit
953664,East_England,Corieltauvi,gold,stater
991221,South_of_the_Thames,Atrebates,silver,unit
610955,East_England,Iceni,silver,unit
681273,East_England,Iceni,silver,unit
870586,East_England,Iceni,silver,unit
953652,East_England,Corieltauvi,gold,stater
730176,South_of_the_Thames,Atrebates,gold,stater
730360,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
950362,East_England,Iceni,gold,stater
000557,East_England,Iceni,silver,unit
610721,East_England,Iceni,silver,unit
963584,East_England,Iceni,silver,unit
962581,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
611511,East_England,Iceni,silver,unit
681207,East_England,Iceni,silver,unit
001592,South_of_the_Thames,Atrebates,silver,unit
970446,South_of_the_Thames,Atrebates,silver,unit
941681,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
900215,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
951115,East_England,Iceni,silver,halfunit
000679,South_of_the_Thames,Atrebates,silver,unit
970645,South_West_England,Durotriges,gold,quarterstater
730166,South_of_the_Thames,Atrebates,gold,quarterstater
681912,South_West_England,Durotriges,bronze,unit
953928,South_of_the_Thames,Atrebates,silver,unit
670102,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
670406,South_of_the_Thames,Cantii,bronze,unit
850026,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
000570,East_England,Iceni,silver,unit
940605,East_England,Corieltauvi,silver,halfunit
840222,South_West_England,Durotriges,gold,stater
670370,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
962709,East_England,Iceni,gold,stater
850063,West_England,Dobunni,silver,halfunit
611479,East_England,Iceni,silver,unit
930942,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
770026,East_England,Iceni,silver,unit
961894,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
951093,South_of_the_Thames,Atrebates,silver,minim
900552,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
720501,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
952681,East_England,Corieltauvi,silver,unit
860050,South_West_England,Durotriges,silver,stater
612013,South_West_England,Durotriges,silver,quarterstater
962567,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
962153,East_England,Corieltauvi,silver,unit
982178,East_England,Iceni,silver,unit
950251,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
920079,South_of_the_Thames,Cantii,bronze,unit
980633,East_England,Corieltauvi,gold,stater
611497,East_England,Iceni,silver,unit
610798,East_England,Iceni,silver,unit
951025,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
000677,South_of_the_Thames,Atrebates,silver,unit
950729,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
963315,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
670920,South_West_England,Durotriges,bronze,unit
920677,East_England,Corieltauvi,silver,unit
953900,East_England,Iceni,silver,unit
990896,South_West_England,Durotriges,bronze,stater
730220,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
950904,South_of_the_Thames,Cantii,bronze,unit
660334,South_of_the_Thames,Atrebates,gold,quarterstater
830113,South_of_the_Thames,Atrebates,gold,quarterstater
940402,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
952687,East_England,Corieltauvi,silver,halfunit
961222,East_England,Iceni,silver,unit
610528,South_of_the_Thames,Cantii,bronze,unit
951273,West_England,Dobunni,silver,unit
982324,South_of_the_Thames,Cantii,bronze,unit
954009,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
630282,South_West_England,Durotriges,silver,stater
000243,East_England,Iceni,gold,stater
840621,South_West_England,Durotriges,gold,quarterstater
680513,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
820528,East_England,Iceni,silver,unit
730631,South_West_England,Durotriges,gold,stater
980784,South_of_the_Thames,Atrebates,gold,stater
961991,East_England,Iceni,silver,halfunit
980290,East_England,Corieltauvi,silver,unit
870043,South_West_England,Durotriges,silver,quarterstater
971784,East_England,Corieltauvi,gold,stater
961998,East_England,Iceni,silver,unit
680547,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
951010,South_of_the_Thames,Atrebates,gold,stater
840652,West_England,Dobunni,silver,unit
670299,South_of_the_Thames,Cantii,silver,unit
961035,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
952186,East_England,Iceni,silver,unit
681142,South_of_the_Thames,Atrebates,gold,quarterstater
982353,East_England,Iceni,silver,unit
952432,East_England,Iceni,silver,unit
991707,East_England,Corieltauvi,gold,stater
962703,East_England,Iceni,gold,stater
730612,South_West_England,Durotriges,gold,stater
961944,West_England,Dobunni,silver,unit
981142,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
963397,East_England,Iceni,silver,unit
650026,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
970092,East_England,Iceni,gold,stater
010562,West_England,Dobunni,silver,unit
900009,East_England,Iceni,gold,stater
790548,South_West_England,Durotriges,bronze,unit
680046,East_England,Corieltauvi,silver,stater
990974,South_West_England,Durotriges,bronze,stater
630194,South_of_the_Thames,Atrebates,gold,stater
830173,South_of_the_Thames,Atrebates,silver,unit
840210,South_West_England,Durotriges,gold,stater
730209,South_of_the_Thames,Atrebates,silver,unit
720558,East_England,Iceni,silver,halfunit
670285,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
980876,South_of_the_Thames,Atrebates,gold,stater
941612,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
790324,South_West_England,Durotriges,bronze,stater
900719,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,stater
001779,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
611550,East_England,Iceni,silver,unit
740191,South_of_the_Thames,Atrebates,gold,quarterstater
962032,East_England,Iceni,silver,unit
610742,East_England,Iceni,silver,unit
910195,South_West_England,Durotriges,gold,stater
770011,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
620152,South_of_the_Thames,Cantii,bronze,unit
710095,South_of_the_Thames,Cantii,bronze,unit
790322,South_West_England,Durotriges,bronze,stater
880141,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
953551,South_of_the_Thames,Atrebates,gold,quarterstater
941666,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
930890,East_England,Iceni,silver,unit
952427,East_England,Iceni,silver,unit
961257,East_England,Iceni,silver,unit
001493,South_of_the_Thames,Cantii,bronze,unit
960263,South_of_the_Thames,Atrebates,gold,stater
670975,South_West_England,Durotriges,bronze,stater
010598,South_West_England,Durotriges,silver,quarterstater
941312,South_of_the_Thames,Atrebates,silver,minim
002000,South_West_England,Durotriges,silver,stater
001180,South_of_the_Thames,Atrebates,silver,unit
910424,South_of_the_Thames,Atrebates,silver,minim
611468,East_England,Iceni,silver,unit
920378,East_England,Iceni,silver,unit
961449,East_England,Corieltauvi,silver,halfunit
680100,South_of_the_Thames,Atrebates,gold,quarterstater
910162,South_West_England,Durotriges,gold,stater
971592,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
001651,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
991625,South_West_England,Durotriges,silver,stater
971686,South_of_the_Thames,Atrebates,gold,stater
660278,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
971802,East_England,Corieltauvi,silver,unit
840655,West_England,Dobunni,silver,unit
840738,South_of_the_Thames,Atrebates,silver,minim
731020,South_West_England,Durotriges,silver,stater
840638,South_West_England,Durotriges,silver,stater
730848,South_of_the_Thames,Cantii,bronze,unit
611520,East_England,Iceni,silver,unit
611281,East_England,Iceni,silver,unit
920711,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
930305,South_West_England,Durotriges,bronze,stater
880118,South_of_the_Thames,Atrebates,silver,unit
840690,South_West_England,Durotriges,silver,stater
681032,South_of_the_Thames,Cantii,bronze,unit
730119,East_England,Corieltauvi,gold,stater
930742,East_England,Iceni,gold,quarterstater
730107,East_England,Corieltauvi,gold,stater
001378,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
611287,East_England,Iceni,silver,unit
991962,South_West_England,Durotriges,silver,quarterstater
740006,East_England,Corieltauvi,gold,stater
001575,East_England,Iceni,silver,unit
860081,South_of_the_Thames,Atrebates,silver,unit
860132,South_of_the_Thames,Atrebates,silver,minim
840468,South_West_England,Durotriges,silver,quarterstater
890151,South_West_England,Durotriges,gold,stater
930022,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
951625,East_England,Iceni,silver,unit
670134,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
953901,East_England,Corieltauvi,silver,unit
970646,South_West_England,Durotriges,gold,quarterstater
790596,South_West_England,Durotriges,bronze,unit
900326,South_of_the_Thames,Atrebates,bronze,unit
950782,South_West_England,Durotriges,gold,stater
950148,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
953569,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
681015,South_of_the_Thames,Cantii,gold,quarterstater
952635,South_of_the_Thames,Atrebates,gold,quarterstater
700036,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
000832,South_of_the_Thames,Atrebates,gold,quarterstater
980778,South_of_the_Thames,Atrebates,gold,stater
700152,South_West_England,Durotriges,bronze,stater
000065,East_England,Iceni,silver,unit
680248,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
940841,East_England,Corieltauvi,silver,halfunit
990502,West_England,Dobunni,gold,stater
660373,East_England,Iceni,silver,unit
930233,East_England,Iceni,silver,unit
670125,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
920121,East_England,Corieltauvi,gold,stater
981192,South_of_the_Thames,Cantii,bronze,unit
971880,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
952096,East_England,Iceni,silver,unit
000384,South_of_the_Thames,Atrebates,gold,stater
971306,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
840611,South_West_England,Durotriges,silver,quarterstater
000936,East_England,Iceni,silver,unit
971888,West_England,Dobunni,silver,unit
790355,South_West_England,Durotriges,bronze,stater
880053,South_of_the_Thames,Cantii,bronze,unit
981901,North_of_the_Thames,Trinovantes-Catuvellauni,silver,halfunit
840359,South_West_England,Durotriges,silver,quarterstater
000245,East_England,Corieltauvi,gold,stater
941641,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
680211,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
810066,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
880109,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
690212,South_of_the_Thames,Atrebates,gold,quarterstater
980431,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
000236,South_of_the_Thames,Cantii,silver,unit
850032,South_of_the_Thames,Atrebates,silver,minim
951297,South_West_England,Durotriges,bronze,stater
670411,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
870030,South_West_England,Durotriges,silver,quarterstater
870479,South_West_England,Durotriges,silver,quarterstater
790622,South_West_England,Durotriges,bronze,unit
940165,East_England,Iceni,silver,unit
680008,East_England,Corieltauvi,gold,stater
962821,South_West_England,Durotriges,bronze,unit
000692,East_England,Corieltauvi,gold,stater
010606,West_England,Dobunni,silver,unit
920090,South_of_the_Thames,Cantii,bronze,unit
001446,South_West_England,Durotriges,silver,stater
951351,East_England,Corieltauvi,silver,unit
951536,East_England,Iceni,silver,unit
830216,West_England,Dobunni,silver,unit
720540,South_of_the_Thames,Cantii,bronze,unit
900137,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
991194,South_West_England,Durotriges,gold,stater
670278,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
611004,East_England,Iceni,silver,unit
730352,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
690352,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
971471,South_of_the_Thames,Atrebates,silver,unit
963495,South_West_England,Durotriges,gold,stater
971274,West_England,Dobunni,silver,unit
921083,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
971390,South_of_the_Thames,Atrebates,silver,unit
930493,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
952113,East_England,Iceni,silver,unit
981345,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
950677,North_of_the_Thames,Trinovantes-Catuvellauni,silver,unit
730816,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
962209,East_England,Corieltauvi,silver,halfunit
971584,West_England,Dobunni,gold,quarterstater
963510,South_West_England,Durotriges,gold,stater
940744,South_West_England,Durotriges,gold,stater
962939,South_West_England,Durotriges,gold,stater
680965,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
790628,South_West_England,Durotriges,bronze,unit
941452,South_of_the_Thames,Atrebates,silver,minim
680885,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
820557,East_England,Iceni,silver,unit
010525,East_England,Iceni,silver,unit
971906,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
962470,South_of_the_Thames,Atrebates,gold,quarterstater
971462,South_of_the_Thames,Atrebates,gold,stater
870049,South_West_England,Durotriges,silver,quarterstater
941414,South_of_the_Thames,Cantii,gold,quarterstater
730224,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
870702,West_England,Dobunni,bronze,stater
931004,North_of_the_Thames,Trinovantes-Catuvellauni,silver,halfunit
900636,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
700151,South_West_England,Durotriges,bronze,stater
840085,South_of_the_Thames,Atrebates,gold,quarterstater
980353,East_England,Iceni,gold,quarterstater
921074,East_England,Iceni,silver,unit
700108,South_West_England,Durotriges,bronze,stater
971997,South_of_the_Thames,Cantii,bronze,unit
951096,West_England,Dobunni,silver,unit
000282,East_England,Corieltauvi,gold,stater
610064,East_England,Corieltauvi,gold,stater
830105,South_of_the_Thames,Atrebates,silver,unit
921079,West_England,Dobunni,silver,unit
010197,South_West_England,Durotriges,silver,stater
961271,East_England,Iceni,silver,unit
990633,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
610203,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
960232,South_of_the_Thames,Atrebates,silver,unit
920475,South_of_the_Thames,Cantii,gold,quarterstater
981020,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
990622,East_England,Corieltauvi,gold,stater
982249,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
952480,East_England,Iceni,silver,unit
990307,East_England,Iceni,silver,unit
660337,South_of_the_Thames,Atrebates,silver,unit
961648,South_of_the_Thames,Atrebates,silver,minim
971763,East_England,Corieltauvi,gold,stater
690272,South_of_the_Thames,Atrebates,gold,stater
840329,South_West_England,Durotriges,silver,quarterstater
941562,East_England,Corieltauvi,silver,halfunit
950581,South_West_England,Durotriges,silver,stater
971243,South_of_the_Thames,Atrebates,gold,quarterstater
690216,South_of_the_Thames,Atrebates,silver,unit
690390,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
740027,South_of_the_Thames,Atrebates,gold,stater
941662,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
970438,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
610928,East_England,Iceni,silver,unit
810042,South_of_the_Thames,Atrebates,silver,unit
980484,East_England,Iceni,silver,unit
962228,South_of_the_Thames,Atrebates,silver,unit
952177,East_England,Iceni,silver,unit
981257,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
730775,South_of_the_Thames,Cantii,bronze,unit
680382,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
941187,South_West_England,Durotriges,silver,stater
952582,East_England,Iceni,silver,unit
010516,South_of_the_Thames,Atrebates,gold,quarterstater
870187,South_West_England,Durotriges,bronze,stater
953651,East_England,Corieltauvi,gold,stater
690345,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
962698,South_of_the_Thames,Atrebates,gold,stater
710030,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
962612,South_of_the_Thames,Atrebates,silver,minim
961322,North_of_the_Thames,Trinovantes-Catuvellauni,gold,stater
920335,South_West_England,Durotriges,silver,stater
680287,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
940375,South_of_the_Thames,Cantii,bronze,unit
010544,North_of_the_Thames,Trinovantes-Catuvellauni,gold,quarterstater
001105,North_of_the_Thames,Trinovantes-Catuvellauni,bronze,unit
