id region tribe metal denomination
930769 East_England Corieltauvi gold 
930798 East_England Corieltauvi silver halfunit
930799 East_England Corieltauvi silver halfunit
930801 East_England Corieltauvi silver unit
930826 East_England Corieltauvi silver unit
930828 East_England Corieltauvi silver halfunit
940007 East_England Corieltauvi gold quarterstater
940223 East_England Corieltauvi silver minim
940765 East_England Corieltauvi gold 
941293 East_England Corieltauvi gold stater
941322 East_England Corieltauvi silver unit
950521 East_England Corieltauvi gold quarterstater
951303 East_England Corieltauvi gold quarterstater
951309 East_England Corieltauvi gold quarterstater
951362 East_England Corieltauvi silver unit
951377 East_England Corieltauvi silver unit
952660 East_England Corieltauvi silver halfunit
952704 East_England Corieltauvi silver unit
953450 East_England Corieltauvi silver halfunit
960989 East_England Corieltauvi bronzecore stater
961300 East_England Corieltauvi gold quarterstater
961402 East_England Corieltauvi silver unit
961403 East_England Corieltauvi silver unit
961427 East_England Corieltauvi silver halfunit
961437 East_England Corieltauvi silver halfunit
961448 East_England Corieltauvi silver halfunit
961449 East_England Corieltauvi silver halfunit
961453 East_England Corieltauvi silver unit
961454 East_England Corieltauvi silver unit
961455 East_England Corieltauvi silver unit
noimage100 East_England Corieltauvi silver unit
961457 East_England Corieltauvi silver unit
961458 East_England Corieltauvi silver unit
961459 East_England Corieltauvi silver unit
961460 East_England Corieltauvi silver unit
961461 East_England Corieltauvi silver unit
961462 East_England Corieltauvi silver unit
961463 East_England Corieltauvi silver unit
961464 East_England Corieltauvi silver unit
961465 East_England Corieltauvi silver unit
961466 East_England Corieltauvi silver unit
961467 East_England Corieltauvi silver unit
961468 East_England Corieltauvi silver unit
961471 East_England Corieltauvi silver unit
961472 East_England Corieltauvi silver unit
961755 East_England Corieltauvi silver halfunit
962099 East_England Corieltauvi silver unit
962100 East_England Corieltauvi silver unit
962102 East_England Corieltauvi silver unit
962103 East_England Corieltauvi silver unit
962104 East_England Corieltauvi silver unit
962105 East_England Corieltauvi silver unit
962106 East_England Corieltauvi silver unit
962107 East_England Corieltauvi silver unit
962108 East_England Corieltauvi silver unit
962109 East_England Corieltauvi silver unit
962122 East_England Corieltauvi silver unit
962194 East_England Corieltauvi silver unit
962195 East_England Corieltauvi silver unit
962196 East_England Corieltauvi silver unit
962197 East_England Corieltauvi silver unit
962198 East_England Corieltauvi silver unit
962199 East_England Corieltauvi silver unit
962200 East_England Corieltauvi silver unit
962201 East_England Corieltauvi silver halfunit
962202 East_England Corieltauvi silver halfunit
962203 East_England Corieltauvi silver halfunit
962204 East_England Corieltauvi silver halfunit
962205 East_England Corieltauvi silver halfunit
962206 East_England Corieltauvi silver halfunit
962207 East_England Corieltauvi silver halfunit
962208 East_England Corieltauvi silver halfunit
962210 East_England Corieltauvi silver halfunit
962211 East_England Corieltauvi silver halfunit
962212 East_England Corieltauvi silver halfunit
962213 East_England Corieltauvi silver halfunit
962214 East_England Corieltauvi bronzecore stater
962215 East_England Corieltauvi bronzecore stater
962216 East_England Corieltauvi gold stater
962220 East_England Corieltauvi silver unit
962252 East_England Corieltauvi silver unit
962429 East_England Corieltauvi gold quarterstater
962627 East_England Corieltauvi silver unit
962684 East_England Corieltauvi silver halfunit
963092 East_England Corieltauvi silver unit
963093 East_England Corieltauvi silver unit
963094 East_England Corieltauvi silver unit
963095 East_England Corieltauvi silver unit
963096 East_England Corieltauvi silver unit
963097 East_England Corieltauvi silver unit
963098 East_England Corieltauvi silver unit
963099 East_England Corieltauvi silver unit
963100 East_England Corieltauvi silver unit
963101 East_England Corieltauvi silver unit
963102 East_England Corieltauvi silver unit
963105 East_England Corieltauvi silver unit
963111 East_England Corieltauvi silver unit
963112 East_England Corieltauvi silver unit
963113 East_England Corieltauvi silver halfunit
963114 East_England Corieltauvi silver minim
963115 East_England Corieltauvi silver halfunit
963244 East_England Corieltauvi silver unit
963245 East_England Corieltauvi silver unit
963251 East_England Corieltauvi silver unit
963252 East_England Corieltauvi silver halfunit
963380 East_England Corieltauvi silver halfunit
963409 East_England Corieltauvi silver unit
963622 East_England Corieltauvi gold quarterstater
970071 East_England Corieltauvi bronze stater
970479 East_England Corieltauvi silver halfunit
970888 East_England Corieltauvi silver unit
970957 East_England Corieltauvi gold stater
971047 East_England Corieltauvi silver unit
971208 East_England Corieltauvi silver unit
971245 East_England Corieltauvi bronzecore stater
971315 East_England Corieltauvi silver halfunit
971316 East_England Corieltauvi silver halfunit
971317 East_England Corieltauvi silver halfunit
971318 East_England Corieltauvi silver halfunit
971319 East_England Corieltauvi silver unit
971320 East_England Corieltauvi silver unit
971321 East_England Corieltauvi silver unit
971338 East_England Corieltauvi silver unit
971339 East_England Corieltauvi silver unit
971341 East_England Corieltauvi silver unit
971342 East_England Corieltauvi silver unit
971343 East_England Corieltauvi silver unit
971345 East_England Corieltauvi silver unit
971346 East_England Corieltauvi silver unit
971348 East_England Corieltauvi gold quarterstater
971349 East_England Corieltauvi gold quarterstater
971350 East_England Corieltauvi gold quarterstater
971351 East_England Corieltauvi gold quarterstater
971508 East_England Corieltauvi silver unit
971578 East_England Corieltauvi gold quarterstater
971580 East_England Corieltauvi silver unit
971767 East_England Corieltauvi gold quarterstater
971768 East_England Corieltauvi gold quarterstater
971769 East_England Corieltauvi gold quarterstater
971770 East_England Corieltauvi gold quarterstater
971771 East_England Corieltauvi gold quarterstater
971772 East_England Corieltauvi gold quarterstater
971802 East_England Corieltauvi silver unit
971803 East_England Corieltauvi silver unit
971804 East_England Corieltauvi silver unit
971805 East_England Corieltauvi silver unit
971813 East_England Corieltauvi silver halfunit
971814 East_England Corieltauvi silver unit
971815 East_England Corieltauvi silver unit
971989 East_England Corieltauvi silver unit
972244 East_England Corieltauvi silver unit
972245 East_England Corieltauvi silver unit
972246 East_England Corieltauvi silver unit
972248 East_England Corieltauvi silver unit
972261 East_England Corieltauvi silver halfunit
972262 East_England Corieltauvi silver unit
972263 East_England Corieltauvi silver unit
972264 East_England Corieltauvi silver unit
972265 East_England Corieltauvi silver halfunit
972266 East_England Corieltauvi silver halfunit
972267 East_England Corieltauvi silver halfunit
972268 East_England Corieltauvi silver halfunit
972269 East_England Corieltauvi silver unit
972270 East_England Corieltauvi silver unit
972271 East_England Corieltauvi silver halfunit
972272 East_England Corieltauvi silver unit
972292 East_England Corieltauvi silver unit
980268 East_England Corieltauvi silver unit
980269 East_England Corieltauvi silver unit
980270 East_England Corieltauvi silver unit
980271 East_England Corieltauvi silver unit
980272 East_England Corieltauvi silver unit
980273 East_England Corieltauvi silver unit
980277 East_England Corieltauvi silver unit
980288 East_England Corieltauvi silver unit
980289 East_England Corieltauvi silver unit
980290 East_England Corieltauvi silver unit
980291 East_England Corieltauvi silver halfunit
980292 East_England Corieltauvi silver halfunit
980293 East_England Corieltauvi silver halfunit
980294 East_England Corieltauvi silver halfunit
980295 East_England Corieltauvi silver halfunit
980298 East_England Corieltauvi bronzecore stater
980397 East_England Corieltauvi bronze stater
980736 East_England Corieltauvi silver unit
980737 East_England Corieltauvi bronze unit
980738 East_England Corieltauvi silver unit
980739 East_England Corieltauvi silver unit
981023 East_England Corieltauvi silver unit
981024 East_England Corieltauvi silver halfunit
981048 East_England Corieltauvi silver unit
981242 East_England Corieltauvi silver unit
981243 East_England Corieltauvi silver halfunit
981266 East_England Corieltauvi silver unit
981296 East_England Corieltauvi gold quarterstater
981301 East_England Corieltauvi gold quarterstater
981339 East_England Corieltauvi silver unit
981394 East_England Corieltauvi silver unit
981466 East_England Corieltauvi silver unit
981467 East_England Corieltauvi silver unit
981472 East_England Corieltauvi silver unit
981473 East_England Corieltauvi silver unit
981474 East_England Corieltauvi silver unit
981475 East_England Corieltauvi silver unit
981485 East_England Corieltauvi silver unit
981486 East_England Corieltauvi silver unit
981487 East_England Corieltauvi silver unit
981488 East_England Corieltauvi silver unit
981489 East_England Corieltauvi silver unit
981500 East_England Corieltauvi silver unit
981501 East_England Corieltauvi silver unit
981502 East_England Corieltauvi silver unit
981503 East_England Corieltauvi silver unit
981504 East_England Corieltauvi silver halfunit
981505 East_England Corieltauvi silver halfunit
981510 East_England Corieltauvi gold quarterstater
981895 East_England Corieltauvi gold quarterstater
981917 East_England Corieltauvi silver unit
981930 East_England Corieltauvi silver unit
981931 East_England Corieltauvi silver unit
981932 East_England Corieltauvi silver unit
981935 East_England Corieltauvi silver unit
981940 East_England Corieltauvi silver unit
981946 East_England Corieltauvi silver unit
981947 East_England Corieltauvi silver unit
981948 East_England Corieltauvi silver unit
981949 East_England Corieltauvi silver halfunit
981950 East_England Corieltauvi silver halfunit
981980 East_England Corieltauvi silver unit
981981 East_England Corieltauvi silver unit
981983 East_England Corieltauvi silver halfunit
981984 East_England Corieltauvi silver minim
982035 East_England Corieltauvi silver halfunit
982036 East_England Corieltauvi silver unit
982045 East_England Corieltauvi silver unit
982046 East_England Corieltauvi silver unit
982047 East_England Corieltauvi silver halfunit
982048 East_England Corieltauvi silver halfunit
982049 East_England Corieltauvi silver halfunit
982050 East_England Corieltauvi silver halfunit
982060 East_England Corieltauvi silver unit
982086 East_England Corieltauvi silver halfunit
982103 East_England Corieltauvi silver unit
982106 East_England Corieltauvi silver unit
982119 East_England Corieltauvi silver halfunit
982121 East_England Corieltauvi bronze stater
982124 East_England Corieltauvi bronze stater
982251 East_England Corieltauvi silver unit
982252 East_England Corieltauvi silver unit
990319 East_England Corieltauvi silver unit
990320 East_England Corieltauvi silver unit
990321 East_England Corieltauvi silver halfunit
990525 East_England Corieltauvi silver unit
990566 East_England Corieltauvi silver unit
990567 East_England Corieltauvi silver unit
990569 East_England Corieltauvi silver unit
990624 East_England Corieltauvi silver unit
990626 East_England Corieltauvi silver unit
990699 East_England Corieltauvi silver unit
990737 East_England Corieltauvi silver unit
990770 East_England Corieltauvi silver unit
990870 East_England Corieltauvi silver unit
990872 East_England Corieltauvi silver unit
991013 East_England Corieltauvi silver halfunit
991156 East_England Corieltauvi silver unit
991241 East_England Corieltauvi silver unit
991255 East_England Corieltauvi silver unit
991256 East_England Corieltauvi silver unit
991355 East_England Corieltauvi silver unit
991593 East_England Corieltauvi silver unit
991617 East_England Corieltauvi gold quarterstater
991670 East_England Corieltauvi silver unit
991700 East_England Corieltauvi silver unit
000059 East_England Corieltauvi gold stater
000290 East_England Corieltauvi gold stater
000365 East_England Corieltauvi gold stater
000366 East_England Corieltauvi gold stater
001537 East_England Corieltauvi gold stater
001901 East_England Corieltauvi gold stater
001902 East_England Corieltauvi gold stater
961144 East_England Corieltauvi gold stater
961486 East_England Corieltauvi gold stater
970409 East_England Corieltauvi bronze stater
970752 East_England Corieltauvi gold stater
980008 East_England Corieltauvi gold stater
981471 East_England Corieltauvi gold stater
981856 East_England Corieltauvi gold stater
981857 East_England Corieltauvi gold stater
981858 East_England Corieltauvi gold stater
981909 East_England Corieltauvi gold stater
981910 East_England Corieltauvi gold stater
981915 East_England Corieltauvi gold stater
982017 East_England Corieltauvi bronze stater
001891 East_England Corieltauvi gold stater
010419 East_England Corieltauvi gold stater
961145 East_England Corieltauvi gold stater
961146 East_England Corieltauvi gold stater
980632 East_England Corieltauvi gold stater
981299 East_England Corieltauvi gold stater
991151 East_England Corieltauvi gold stater
981300 East_England Corieltauvi gold stater
000036 East_England Corieltauvi gold stater
000245 East_England Corieltauvi gold stater
000270 East_England Corieltauvi bronzecore stater
000271 East_England Corieltauvi bronzecore stater
000272 East_England Corieltauvi bronzecore stater
000273 East_England Corieltauvi bronze stater
000274 East_England Corieltauvi bronze stater
000275 East_England Corieltauvi bronze stater
000276 East_England Corieltauvi bronzecore stater
000281 East_England Corieltauvi gold stater
000282 East_England Corieltauvi gold stater
000283 East_England Corieltauvi gold stater
000364 East_England Corieltauvi bronzecore stater
000368 East_England Corieltauvi gold stater
000369 East_England Corieltauvi bronze stater
000494 East_England Corieltauvi gold stater
000658 East_England Corieltauvi gold stater
000699 East_England Corieltauvi gold stater
000861 East_England Corieltauvi gold stater
001197 East_England Corieltauvi gold stater
001519 East_England Corieltauvi bronze stater
001538 East_England Corieltauvi bronze stater
001547 East_England Corieltauvi gold stater
001586 East_England Corieltauvi silver stater
001770 East_England Corieltauvi gold stater
001780 East_England Corieltauvi gold stater
001878 East_England Corieltauvi gold stater
001888 East_England Corieltauvi gold stater
001900 East_England Corieltauvi gold stater
001906 East_England Corieltauvi bronzecore stater
001994 East_England Corieltauvi gold stater
010053 East_England Corieltauvi gold stater
010080 East_England Corieltauvi gold stater
010130 East_England Corieltauvi bronze stater
010346 East_England Corieltauvi gold stater
010530 East_England Corieltauvi gold stater
610067 East_England Corieltauvi gold stater
610068 East_England Corieltauvi gold stater
610069 East_England Corieltauvi gold stater
630024 East_England Corieltauvi gold stater
630025 East_England Corieltauvi gold stater
630026 East_England Corieltauvi gold stater
630027 East_England Corieltauvi gold stater
630028 East_England Corieltauvi gold stater
630029 East_England Corieltauvi gold stater
630031 East_England Corieltauvi gold stater
630032 East_England Corieltauvi gold stater
630033 East_England Corieltauvi gold stater
630034 East_England Corieltauvi bronze stater
630035 East_England Corieltauvi gold stater
630037 East_England Corieltauvi bronze stater
630038 East_England Corieltauvi gold stater
630039 East_England Corieltauvi gold stater
630040 East_England Corieltauvi gold stater
630041 East_England Corieltauvi gold stater
630044 East_England Corieltauvi gold stater
630045 East_England Corieltauvi gold stater
630046 East_England Corieltauvi gold stater
630047 East_England Corieltauvi bronze stater
630048 East_England Corieltauvi gold stater
630049 East_England Corieltauvi gold stater
630050 East_England Corieltauvi gold stater
630051 East_England Corieltauvi gold stater
630053 East_England Corieltauvi gold stater
630055 East_England Corieltauvi gold stater
630056 East_England Corieltauvi gold stater
630057 East_England Corieltauvi gold stater
630058 East_England Corieltauvi gold stater
630060 East_England Corieltauvi gold stater
630061 East_England Corieltauvi gold stater
630064 East_England Corieltauvi gold stater
630065 East_England Corieltauvi gold stater
630069 East_England Corieltauvi gold stater
630070 East_England Corieltauvi gold stater
630072 East_England Corieltauvi gold stater
630077 East_England Corieltauvi gold stater
640010 East_England Corieltauvi bronzecore stater
640011 East_England Corieltauvi gold stater
650011 East_England Corieltauvi gold stater
660032 East_England Corieltauvi gold stater
660034 East_England Corieltauvi bronzecore stater
670031 East_England Corieltauvi bronzecore stater
670032 East_England Corieltauvi gold stater
670033 East_England Corieltauvi bronzecore stater
680008 East_England Corieltauvi gold stater
680010 East_England Corieltauvi gold stater
680011 East_England Corieltauvi bronze stater
680013 East_England Corieltauvi bronzecore stater
680014 East_England Corieltauvi bronzecore stater
680015 East_England Corieltauvi bronzecore stater
680016 East_England Corieltauvi gold stater
680017 East_England Corieltauvi gold stater
680020 East_England Corieltauvi gold stater
720015 East_England Corieltauvi bronze stater
720018 East_England Corieltauvi gold stater
730065 East_England Corieltauvi gold stater
730067 East_England Corieltauvi bronze stater
730068 East_England Corieltauvi gold stater
730070 East_England Corieltauvi bronze stater
730072 East_England Corieltauvi gold stater
730073 East_England Corieltauvi gold stater
730074 East_England Corieltauvi gold stater
730075 East_England Corieltauvi bronzecore stater
730076 East_England Corieltauvi gold stater
730077 East_England Corieltauvi gold stater
740009 East_England Corieltauvi bronzecore stater
740010 East_England Corieltauvi bronzecore stater
740011 East_England Corieltauvi gold stater
750006 East_England Corieltauvi silver stater
760005 East_England Corieltauvi gold stater
780006 East_England Corieltauvi gold stater
820133 East_England Corieltauvi gold stater
820134 East_England Corieltauvi bronzecore stater
820136 East_England Corieltauvi bronze stater
910538 East_England Corieltauvi bronze stater
noimage100 East_England Corieltauvi bronzecore stater
920102 East_England Corieltauvi gold stater
920121 East_England Corieltauvi gold stater
920156 East_England Corieltauvi gold stater
920542 East_England Corieltauvi bronzecore stater
930086 East_England Corieltauvi gold stater
930250 East_England Corieltauvi gold stater
930331 East_England Corieltauvi gold stater
930418 East_England Corieltauvi gold stater
930419 East_England Corieltauvi gold stater
930422 East_England Corieltauvi gold stater
930423 East_England Corieltauvi gold stater
930424 East_England Corieltauvi gold stater
930425 East_England Corieltauvi gold stater
930810 East_England Corieltauvi gold stater
930813 East_England Corieltauvi gold stater
930814 East_England Corieltauvi gold stater
930815 East_England Corieltauvi gold stater
940791 East_England Corieltauvi gold stater
940906 East_England Corieltauvi gold stater
940922 East_England Corieltauvi gold stater
940923 East_England Corieltauvi bronze stater
940946 East_England Corieltauvi gold stater
940956 East_England Corieltauvi gold stater
940957 East_England Corieltauvi gold stater
940992 East_England Corieltauvi gold stater
941000 East_England Corieltauvi bronzecore stater
941030 East_England Corieltauvi gold stater
941031 East_England Corieltauvi gold stater
941032 East_England Corieltauvi gold stater
941034 East_England Corieltauvi gold stater
941038 East_England Corieltauvi gold stater
941063 East_England Corieltauvi gold stater
941229 East_England Corieltauvi gold stater
941263 East_England Corieltauvi gold stater
941274 East_England Corieltauvi gold stater
941488 East_England Corieltauvi gold stater
941489 East_England Corieltauvi bronze stater
941519 East_England Corieltauvi bronzecore stater
941558 East_England Corieltauvi gold stater
950738 East_England Corieltauvi bronze stater
950832 East_England Corieltauvi gold stater
951013 East_England Corieltauvi gold stater
951034 East_England Corieltauvi gold stater
951057 East_England Corieltauvi gold stater
951230 East_England Corieltauvi gold stater
951231 East_England Corieltauvi gold stater
951232 East_England Corieltauvi gold stater
951233 East_England Corieltauvi gold stater
951311 East_England Corieltauvi bronzecore stater
951313 East_England Corieltauvi bronzecore stater
951455 East_England Corieltauvi bronzecore stater
952661 East_England Corieltauvi bronzecore stater
953479 East_England Corieltauvi gold stater
953486 East_England Corieltauvi bronze stater
953508 East_England Corieltauvi bronzecore stater
953591 East_England Corieltauvi gold stater
953606 East_England Corieltauvi gold stater
953607 East_England Corieltauvi gold stater
953608 East_England Corieltauvi gold stater
953609 East_England Corieltauvi gold stater
953611 East_England Corieltauvi gold stater
953612 East_England Corieltauvi gold stater
953613 East_England Corieltauvi gold stater
953614 East_England Corieltauvi gold stater
953617 East_England Corieltauvi gold stater
953618 East_England Corieltauvi gold stater
953619 East_England Corieltauvi gold stater
953620 East_England Corieltauvi gold stater
953621 East_England Corieltauvi gold stater
953622 East_England Corieltauvi gold stater
953624 East_England Corieltauvi gold stater
953625 East_England Corieltauvi gold stater
953626 East_England Corieltauvi gold stater
953627 East_England Corieltauvi gold stater
953628 East_England Corieltauvi gold stater
953634 East_England Corieltauvi gold stater
953635 East_England Corieltauvi gold stater
953638 East_England Corieltauvi gold stater
953639 East_England Corieltauvi gold stater
953642 East_England Corieltauvi gold stater
953644 East_England Corieltauvi gold stater
953645 East_England Corieltauvi gold stater
953646 East_England Corieltauvi gold stater
953647 East_England Corieltauvi gold stater
953648 East_England Corieltauvi gold stater
953651 East_England Corieltauvi gold stater
953652 East_England Corieltauvi gold stater
953656 East_England Corieltauvi gold stater
953657 East_England Corieltauvi gold stater
953658 East_England Corieltauvi gold stater
953659 East_England Corieltauvi gold stater
953663 East_England Corieltauvi gold stater
953664 East_England Corieltauvi gold stater
953670 East_England Corieltauvi gold stater
953674 East_England Corieltauvi gold stater
953675 East_England Corieltauvi gold stater
953677 East_England Corieltauvi gold stater
953678 East_England Corieltauvi gold stater
953679 East_England Corieltauvi gold stater
953680 East_England Corieltauvi gold stater
953681 East_England Corieltauvi gold stater
953682 East_England Corieltauvi gold stater
953683 East_England Corieltauvi gold stater
953721 East_England Corieltauvi gold stater
953741 East_England Corieltauvi gold stater
953743 East_England Corieltauvi gold stater
953744 East_England Corieltauvi gold stater
954032 East_England Corieltauvi gold stater
961476 East_England Corieltauvi bronzecore stater
961477 East_England Corieltauvi bronzecore stater
961628 East_England Corieltauvi bronze stater
962088 East_England Corieltauvi gold stater
962089 East_England Corieltauvi bronze stater
962090 East_England Corieltauvi bronze stater
962091 East_England Corieltauvi bronze stater
962092 East_England Corieltauvi bronzecore stater
962093 East_England Corieltauvi bronzecore stater
962094 East_England Corieltauvi bronzecore stater
962095 East_England Corieltauvi bronzecore stater
962096 East_England Corieltauvi bronzecore stater
962097 East_England Corieltauvi bronze stater
962239 East_England Corieltauvi gold stater
962610 East_England Corieltauvi gold stater
962626 East_England Corieltauvi gold stater
963241 East_England Corieltauvi gold stater
963242 East_England Corieltauvi bronzecore stater
963243 East_England Corieltauvi bronzecore stater
963348 East_England Corieltauvi silver stater
963367 East_England Corieltauvi gold stater
963524 East_England Corieltauvi bronze stater
970019 East_England Corieltauvi gold stater
970482 East_England Corieltauvi bronze stater
970754 East_England Corieltauvi gold stater
970755 East_England Corieltauvi gold stater
970757 East_England Corieltauvi gold stater
970758 East_England Corieltauvi gold stater
971025 East_England Corieltauvi bronze stater
971156 East_England Corieltauvi gold stater
971188 East_England Corieltauvi gold stater
971354 East_England Corieltauvi gold stater
971414 East_England Corieltauvi gold stater
971500 East_England Corieltauvi gold stater
971501 East_England Corieltauvi bronze stater
971502 East_England Corieltauvi bronze stater
971607 East_England Corieltauvi gold stater
971723 East_England Corieltauvi gold stater
971766 East_England Corieltauvi gold stater
noimage100 East_England Corieltauvi gold stater
971774 East_England Corieltauvi gold stater
971775 East_England Corieltauvi gold stater
971776 East_England Corieltauvi bronze stater
971777 East_England Corieltauvi gold stater
971778 East_England Corieltauvi gold stater
971779 East_England Corieltauvi gold stater
971780 East_England Corieltauvi gold stater
971781 East_England Corieltauvi gold stater
971782 East_England Corieltauvi gold stater
971783 East_England Corieltauvi gold stater
971784 East_England Corieltauvi gold stater
971785 East_England Corieltauvi gold stater
971833 East_England Corieltauvi bronze stater
972006 East_England Corieltauvi gold stater
972124 East_England Corieltauvi bronzecore stater
972243 East_England Corieltauvi gold stater
980266 East_England Corieltauvi bronze stater
980267 East_England Corieltauvi bronze stater
980300 East_England Corieltauvi bronzecore stater
980490 East_England Corieltauvi gold stater
980679 East_England Corieltauvi gold stater
980742 East_England Corieltauvi bronzecore stater
981046 East_England Corieltauvi gold stater
981137 East_England Corieltauvi gold stater
981340 East_England Corieltauvi bronzecore stater
981412 East_England Corieltauvi silver stater
981478 East_England Corieltauvi gold stater
981479 East_England Corieltauvi bronze stater
981480 East_England Corieltauvi gold stater
981481 East_England Corieltauvi gold stater
981482 East_England Corieltauvi gold stater
981483 East_England Corieltauvi bronze stater
981484 East_England Corieltauvi gold stater
981925 East_England Corieltauvi bronze stater
981926 East_England Corieltauvi bronze stater
981927 East_England Corieltauvi bronze stater
981928 East_England Corieltauvi gold stater
981929 East_England Corieltauvi gold stater
982041 East_England Corieltauvi gold stater
982042 East_England Corieltauvi bronze stater
982043 East_England Corieltauvi bronze stater
982044 East_England Corieltauvi gold stater
982057 East_England Corieltauvi bronze stater
982107 East_England Corieltauvi gold stater
982343 East_England Corieltauvi gold stater
982344 East_England Corieltauvi gold stater
982346 East_England Corieltauvi gold stater
990300 East_England Corieltauvi gold stater
990403 East_England Corieltauvi gold stater
990564 East_England Corieltauvi gold stater
990598 East_England Corieltauvi gold stater
990604 East_England Corieltauvi bronzecore stater
990868 East_England Corieltauvi gold stater
991046 East_England Corieltauvi gold stater
991288 East_England Corieltauvi gold stater
991289 East_England Corieltauvi gold stater
991357 East_England Corieltauvi gold stater
991585 East_England Corieltauvi gold stater
991668 East_England Corieltauvi gold stater
991669 East_England Corieltauvi bronze stater
991706 East_England Corieltauvi bronze stater
991707 East_England Corieltauvi gold stater
noimage100 East_England Corieltauvi gold stater
991837 East_England Corieltauvi gold stater
991838 East_England Corieltauvi gold stater
991874 East_England Corieltauvi gold stater
992015 East_England Corieltauvi gold stater
992016 East_England Corieltauvi gold stater
992017 East_England Corieltauvi gold stater
992054 East_England Corieltauvi gold stater
